title,rating,votes,language,release_date,runtime,budget,revenue,type,number_of_seasons,number_of_episodes,genres,release_year
Final Destination Bloodlines,7.228,1200,en,2025-05-14,110.0,50000000.0,280104000.0,movie,,,Horror,2025
Final Destination Bloodlines,7.228,1200,en,2025-05-14,110.0,50000000.0,280104000.0,movie,,,Mystery,2025
Lilo & Stitch,7.105,704,en,2025-05-17,108.0,100000000.0,910349181.0,movie,,,Family,2025
Lilo & Stitch,7.105,704,en,2025-05-17,108.0,100000000.0,910349181.0,movie,,,Science Fiction,2025
Lilo & Stitch,7.105,704,en,2025-05-17,108.0,100000000.0,910349181.0,movie,,,Comedy,2025
Lilo & Stitch,7.105,704,en,2025-05-17,108.0,100000000.0,910349181.0,movie,,,Adventure,2025
Crazy Lizard,5.7,10,zh,2024-03-27,75.0,0.0,0.0,movie,,,Action,2024
Crazy Lizard,5.7,10,zh,2024-03-27,75.0,0.0,0.0,movie,,,Thriller,2024
Crazy Lizard,5.7,10,zh,2024-03-27,75.0,0.0,0.0,movie,,,Horror,2024
The Twisters,5.176,17,en,2024-06-28,87.0,0.0,0.0,movie,,,Action,2024
The Twisters,5.176,17,en,2024-06-28,87.0,0.0,0.0,movie,,,Adventure,2024
The Twisters,5.176,17,en,2024-06-28,87.0,0.0,0.0,movie,,,Drama,2024
Distant,6.217,127,en,2024-07-12,87.0,0.0,0.0,movie,,,Science Fiction,2024
Distant,6.217,127,en,2024-07-12,87.0,0.0,0.0,movie,,,Comedy,2024
Distant,6.217,127,en,2024-07-12,87.0,0.0,0.0,movie,,,Action,2024
Candle in the Tomb: The Worm Valley,5.889,9,zh,2023-09-22,94.0,0.0,0.0,movie,,,Action,2023
Candle in the Tomb: The Worm Valley,5.889,9,zh,2023-09-22,94.0,0.0,0.0,movie,,,Adventure,2023
Candle in the Tomb: The Worm Valley,5.889,9,zh,2023-09-22,94.0,0.0,0.0,movie,,,Horror,2023
How to Train Your Dragon,7.97,387,en,2025-06-06,125.0,150000000.0,358189000.0,movie,,,Fantasy,2025
How to Train Your Dragon,7.97,387,en,2025-06-06,125.0,150000000.0,358189000.0,movie,,,Family,2025
How to Train Your Dragon,7.97,387,en,2025-06-06,125.0,150000000.0,358189000.0,movie,,,Action,2025
The Amateur,6.94,604,en,2025-04-09,123.0,60000000.0,95956038.0,movie,,,Thriller,2025
The Amateur,6.94,604,en,2025-04-09,123.0,60000000.0,95956038.0,movie,,,Action,2025
STRAW,7.993,605,en,2025-06-05,105.0,0.0,0.0,movie,,,Thriller,2025
STRAW,7.993,605,en,2025-06-05,105.0,0.0,0.0,movie,,,Drama,2025
STRAW,7.993,605,en,2025-06-05,105.0,0.0,0.0,movie,,,Crime,2025
Diablo,6.884,43,en,2025-06-13,91.0,0.0,0.0,movie,,,Action,2025
Diablo,6.884,43,en,2025-06-13,91.0,0.0,0.0,movie,,,Thriller,2025
28 Years Later,7.2,207,en,2025-06-18,115.0,60000000.0,60000000.0,movie,,,Horror,2025
28 Years Later,7.2,207,en,2025-06-18,115.0,60000000.0,60000000.0,movie,,,Thriller,2025
28 Years Later,7.2,207,en,2025-06-18,115.0,60000000.0,60000000.0,movie,,,Science Fiction,2025
Hunt the Wicked,5.444,9,zh,2024-02-12,103.0,2107575.0,0.0,movie,,,Action,2024
KPop Demon Hunters,8.76,98,en,2025-06-20,96.0,0.0,0.0,movie,,,Animation,2025
KPop Demon Hunters,8.76,98,en,2025-06-20,96.0,0.0,0.0,movie,,,Fantasy,2025
KPop Demon Hunters,8.76,98,en,2025-06-20,96.0,0.0,0.0,movie,,,Action,2025
KPop Demon Hunters,8.76,98,en,2025-06-20,96.0,0.0,0.0,movie,,,Comedy,2025
KPop Demon Hunters,8.76,98,en,2025-06-20,96.0,0.0,0.0,movie,,,Music,2025
Predator: Killer of Killers,7.994,586,en,2025-06-05,85.0,0.0,0.0,movie,,,Animation,2025
Predator: Killer of Killers,7.994,586,en,2025-06-05,85.0,0.0,0.0,movie,,,Action,2025
Predator: Killer of Killers,7.994,586,en,2025-06-05,85.0,0.0,0.0,movie,,,Science Fiction,2025
The Accountant²,7.203,917,en,2025-04-23,133.0,80000000.0,102123366.0,movie,,,Mystery,2025
The Accountant²,7.203,917,en,2025-04-23,133.0,80000000.0,102123366.0,movie,,,Crime,2025
The Accountant²,7.203,917,en,2025-04-23,133.0,80000000.0,102123366.0,movie,,,Thriller,2025
A Minecraft Movie,6.495,1880,en,2025-03-31,101.0,150000000.0,951514812.0,movie,,,Family,2025
A Minecraft Movie,6.495,1880,en,2025-03-31,101.0,150000000.0,951514812.0,movie,,,Comedy,2025
A Minecraft Movie,6.495,1880,en,2025-03-31,101.0,150000000.0,951514812.0,movie,,,Adventure,2025
A Minecraft Movie,6.495,1880,en,2025-03-31,101.0,150000000.0,951514812.0,movie,,,Fantasy,2025
Sinners,7.557,1620,en,2025-04-16,138.0,90000000.0,362889145.0,movie,,,Horror,2025
Sinners,7.557,1620,en,2025-04-16,138.0,90000000.0,362889145.0,movie,,,Fantasy,2025
Sinners,7.557,1620,en,2025-04-16,138.0,90000000.0,362889145.0,movie,,,Thriller,2025
Deep Cover,6.807,199,en,2025-06-12,99.0,0.0,0.0,movie,,,Action,2025
Deep Cover,6.807,199,en,2025-06-12,99.0,0.0,0.0,movie,,,Comedy,2025
Deep Cover,6.807,199,en,2025-06-12,99.0,0.0,0.0,movie,,,Crime,2025
Possessions,4.4,22,en,2024-04-12,90.0,0.0,0.0,movie,,,Horror,2024
Life After Fighting,7.045,44,en,2024-06-07,126.0,0.0,0.0,movie,,,Action,2024
Life After Fighting,7.045,44,en,2024-06-07,126.0,0.0,0.0,movie,,,Drama,2024
Life After Fighting,7.045,44,en,2024-06-07,126.0,0.0,0.0,movie,,,Thriller,2024
Utopia,5.35,40,en,2024-12-09,93.0,0.0,0.0,movie,,,Mystery,2024
Utopia,5.35,40,en,2024-12-09,93.0,0.0,0.0,movie,,,Thriller,2024
Utopia,5.35,40,en,2024-12-09,93.0,0.0,0.0,movie,,,Action,2024
Utopia,5.35,40,en,2024-12-09,93.0,0.0,0.0,movie,,,Science Fiction,2024
Mudbrick,5.3,7,sr,2024-10-10,83.0,0.0,0.0,movie,,,Horror,2024
Mudbrick,5.3,7,sr,2024-10-10,83.0,0.0,0.0,movie,,,Drama,2024
The Roundup: Punishment,6.855,141,ko,2024-04-24,109.0,0.0,83703350.0,movie,,,Action,2024
The Roundup: Punishment,6.855,141,ko,2024-04-24,109.0,0.0,83703350.0,movie,,,Crime,2024
The Roundup: Punishment,6.855,141,ko,2024-04-24,109.0,0.0,83703350.0,movie,,,Drama,2024
The Roundup: Punishment,6.855,141,ko,2024-04-24,109.0,0.0,83703350.0,movie,,,Thriller,2024
The Roundup: Punishment,6.855,141,ko,2024-04-24,109.0,0.0,83703350.0,movie,,,Comedy,2024
Kayara,7.545,56,en,2025-01-02,81.0,8000000.0,0.0,movie,,,Adventure,2025
Kayara,7.545,56,en,2025-01-02,81.0,8000000.0,0.0,movie,,,Animation,2025
Kayara,7.545,56,en,2025-01-02,81.0,8000000.0,0.0,movie,,,Family,2025
K.O.,6.639,147,fr,2025-06-05,84.0,0.0,0.0,movie,,,Action,2025
K.O.,6.639,147,fr,2025-06-05,84.0,0.0,0.0,movie,,,Drama,2025
K.O.,6.639,147,fr,2025-06-05,84.0,0.0,0.0,movie,,,Adventure,2025
Mission: Impossible - The Final Reckoning,7.155,843,en,2025-05-17,170.0,400000000.0,540879000.0,movie,,,Action,2025
Mission: Impossible - The Final Reckoning,7.155,843,en,2025-05-17,170.0,400000000.0,540879000.0,movie,,,Adventure,2025
Mission: Impossible - The Final Reckoning,7.155,843,en,2025-05-17,170.0,400000000.0,540879000.0,movie,,,Thriller,2025
Mikaela,6.163,52,es,2025-01-31,90.0,0.0,0.0,movie,,,Action,2025
Mikaela,6.163,52,es,2025-01-31,90.0,0.0,0.0,movie,,,Thriller,2025
Ballerina,7.081,356,en,2025-06-04,125.0,90000000.0,100818000.0,movie,,,Action,2025
Ballerina,7.081,356,en,2025-06-04,125.0,90000000.0,100818000.0,movie,,,Thriller,2025
Ballerina,7.081,356,en,2025-06-04,125.0,90000000.0,100818000.0,movie,,,Crime,2025
28 Days Later,7.236,7318,en,2002-10-31,113.0,8000000.0,85032676.0,movie,,,Horror,2002
28 Days Later,7.236,7318,en,2002-10-31,113.0,8000000.0,85032676.0,movie,,,Thriller,2002
28 Days Later,7.236,7318,en,2002-10-31,113.0,8000000.0,85032676.0,movie,,,Science Fiction,2002
The Ugly Stepsister,7.13,196,no,2025-03-07,109.0,4250000.0,884602.0,movie,,,Horror,2025
The Ugly Stepsister,7.13,196,no,2025-03-07,109.0,4250000.0,884602.0,movie,,,Comedy,2025
The Ugly Stepsister,7.13,196,no,2025-03-07,109.0,4250000.0,884602.0,movie,,,Fantasy,2025
The Ugly Stepsister,7.13,196,no,2025-03-07,109.0,4250000.0,884602.0,movie,,,Drama,2025
A Working Man,6.698,1287,en,2025-03-26,116.0,40000000.0,99068160.0,movie,,,Action,2025
A Working Man,6.698,1287,en,2025-03-26,116.0,40000000.0,99068160.0,movie,,,Crime,2025
A Working Man,6.698,1287,en,2025-03-26,116.0,40000000.0,99068160.0,movie,,,Thriller,2025
Snow White,7.25,8,en,2025-03-07,93.0,0.0,0.0,movie,,,Animation,2025
Snow White,7.25,8,en,2025-03-07,93.0,0.0,0.0,movie,,,Family,2025
Snow White,7.25,8,en,2025-03-07,93.0,0.0,0.0,movie,,,Fantasy,2025
Snow White,4.297,1171,en,2025-03-12,109.0,270000000.0,205067778.0,movie,,,Family,2025
Snow White,4.297,1171,en,2025-03-12,109.0,270000000.0,205067778.0,movie,,,Fantasy,2025
Laila,5.8,5,te,2025-02-14,134.0,0.0,0.0,movie,,,Comedy,2025
Laila,5.8,5,te,2025-02-14,134.0,0.0,0.0,movie,,,Romance,2025
Baby Blue,3.75,8,en,2023-04-16,90.0,0.0,0.0,movie,,,Horror,2023
Baby Blue,3.75,8,en,2023-04-16,90.0,0.0,0.0,movie,,,Comedy,2023
Elio,6.642,60,en,2025-06-18,98.0,150000000.0,35000000.0,movie,,,Family,2025
Elio,6.642,60,en,2025-06-18,98.0,150000000.0,35000000.0,movie,,,Comedy,2025
Elio,6.642,60,en,2025-06-18,98.0,150000000.0,35000000.0,movie,,,Adventure,2025
Elio,6.642,60,en,2025-06-18,98.0,150000000.0,35000000.0,movie,,,Animation,2025
Elio,6.642,60,en,2025-06-18,98.0,150000000.0,35000000.0,movie,,,Science Fiction,2025
How to Train Your Dragon,7.845,13512,en,2010-03-18,98.0,165000000.0,494879471.0,movie,,,Fantasy,2010
How to Train Your Dragon,7.845,13512,en,2010-03-18,98.0,165000000.0,494879471.0,movie,,,Adventure,2010
How to Train Your Dragon,7.845,13512,en,2010-03-18,98.0,165000000.0,494879471.0,movie,,,Animation,2010
How to Train Your Dragon,7.845,13512,en,2010-03-18,98.0,165000000.0,494879471.0,movie,,,Family,2010
Moana 2,7.1,2490,en,2024-11-21,100.0,150000000.0,1059242164.0,movie,,,Animation,2024
Moana 2,7.1,2490,en,2024-11-21,100.0,150000000.0,1059242164.0,movie,,,Adventure,2024
Moana 2,7.1,2490,en,2024-11-21,100.0,150000000.0,1059242164.0,movie,,,Family,2024
Moana 2,7.1,2490,en,2024-11-21,100.0,150000000.0,1059242164.0,movie,,,Comedy,2024
Thunderbolts*,7.401,1148,en,2025-04-30,127.0,180000000.0,380591509.0,movie,,,Action,2025
Thunderbolts*,7.401,1148,en,2025-04-30,127.0,180000000.0,380591509.0,movie,,,Science Fiction,2025
Thunderbolts*,7.401,1148,en,2025-04-30,127.0,180000000.0,380591509.0,movie,,,Adventure,2025
Warfare,7.191,617,en,2025-04-09,95.0,20000000.0,31896828.0,movie,,,War,2025
Warfare,7.191,617,en,2025-04-09,95.0,20000000.0,31896828.0,movie,,,Action,2025
Shadow Force,6.407,81,en,2025-05-01,103.0,60000000.0,4307562.0,movie,,,Action,2025
Shadow Force,6.407,81,en,2025-05-01,103.0,60000000.0,4307562.0,movie,,,Drama,2025
Shadow Force,6.407,81,en,2025-05-01,103.0,60000000.0,4307562.0,movie,,,Thriller,2025
Captain America: Brave New World,6.1,2223,en,2025-02-12,119.0,180000000.0,415101577.0,movie,,,Action,2025
Captain America: Brave New World,6.1,2223,en,2025-02-12,119.0,180000000.0,415101577.0,movie,,,Thriller,2025
Captain America: Brave New World,6.1,2223,en,2025-02-12,119.0,180000000.0,415101577.0,movie,,,Science Fiction,2025
How to Train Your Dragon 2,7.675,9880,en,2014-06-05,102.0,145000000.0,621537519.0,movie,,,Fantasy,2014
How to Train Your Dragon 2,7.675,9880,en,2014-06-05,102.0,145000000.0,621537519.0,movie,,,Action,2014
How to Train Your Dragon 2,7.675,9880,en,2014-06-05,102.0,145000000.0,621537519.0,movie,,,Adventure,2014
How to Train Your Dragon 2,7.675,9880,en,2014-06-05,102.0,145000000.0,621537519.0,movie,,,Animation,2014
How to Train Your Dragon 2,7.675,9880,en,2014-06-05,102.0,145000000.0,621537519.0,movie,,,Comedy,2014
How to Train Your Dragon 2,7.675,9880,en,2014-06-05,102.0,145000000.0,621537519.0,movie,,,Family,2014
28 Weeks Later,6.623,4663,en,2007-04-26,100.0,15000000.0,65048725.0,movie,,,Horror,2007
28 Weeks Later,6.623,4663,en,2007-04-26,100.0,15000000.0,65048725.0,movie,,,Thriller,2007
28 Weeks Later,6.623,4663,en,2007-04-26,100.0,15000000.0,65048725.0,movie,,,Science Fiction,2007
Until Dawn,6.6,714,en,2025-04-23,103.0,15000000.0,52794193.0,movie,,,Horror,2025
Until Dawn,6.6,714,en,2025-04-23,103.0,15000000.0,52794193.0,movie,,,Mystery,2025
Echo Valley,6.54,138,en,2025-06-13,105.0,0.0,0.0,movie,,,Thriller,2025
Echo Valley,6.54,138,en,2025-06-13,105.0,0.0,0.0,movie,,,Drama,2025
Sex Education Mistresses,5.9,5,ja,1973-11-20,78.0,0.0,0.0,movie,,,Comedy,1973
Karate Kid: Legends,6.861,155,en,2025-05-08,94.0,45000000.0,98176000.0,movie,,,Action,2025
Karate Kid: Legends,6.861,155,en,2025-05-08,94.0,45000000.0,98176000.0,movie,,,Adventure,2025
Karate Kid: Legends,6.861,155,en,2025-05-08,94.0,45000000.0,98176000.0,movie,,,Drama,2025
Sonic the Hedgehog 3,7.7,2707,en,2024-12-19,110.0,122000000.0,492162604.0,movie,,,Action,2024
Sonic the Hedgehog 3,7.7,2707,en,2024-12-19,110.0,122000000.0,492162604.0,movie,,,Science Fiction,2024
Sonic the Hedgehog 3,7.7,2707,en,2024-12-19,110.0,122000000.0,492162604.0,movie,,,Comedy,2024
Sonic the Hedgehog 3,7.7,2707,en,2024-12-19,110.0,122000000.0,492162604.0,movie,,,Family,2024
Jokōsei torio: seikan shiken,0.0,0,ja,1977-02-23,73.0,0.0,0.0,movie,,,Romance,1977
Jokōsei torio: seikan shiken,0.0,0,ja,1977-02-23,73.0,0.0,0.0,movie,,,Drama,1977
How to Train Your Dragon: The Hidden World,7.751,6653,en,2019-01-03,104.0,129000000.0,524580592.0,movie,,,Animation,2019
How to Train Your Dragon: The Hidden World,7.751,6653,en,2019-01-03,104.0,129000000.0,524580592.0,movie,,,Family,2019
How to Train Your Dragon: The Hidden World,7.751,6653,en,2019-01-03,104.0,129000000.0,524580592.0,movie,,,Adventure,2019
Fear Below,6.712,66,en,2025-05-02,85.0,0.0,0.0,movie,,,Horror,2025
Fear Below,6.712,66,en,2025-05-02,85.0,0.0,0.0,movie,,,Action,2025
Fear Below,6.712,66,en,2025-05-02,85.0,0.0,0.0,movie,,,Adventure,2025
Fear Below,6.712,66,en,2025-05-02,85.0,0.0,0.0,movie,,,Thriller,2025
My Fault,7.797,3722,es,2023-06-08,117.0,0.0,0.0,movie,,,Romance,2023
My Fault,7.797,3722,es,2023-06-08,117.0,0.0,0.0,movie,,,Drama,2023
In the Lost Lands,6.53,495,en,2025-02-27,102.0,55000000.0,4755330.0,movie,,,Action,2025
In the Lost Lands,6.53,495,en,2025-02-27,102.0,55000000.0,4755330.0,movie,,,Fantasy,2025
In the Lost Lands,6.53,495,en,2025-02-27,102.0,55000000.0,4755330.0,movie,,,Adventure,2025
Stepmom's Desire,7.2,20,ko,2020-05-29,78.0,0.0,0.0,movie,,,Drama,2020
Stepmom's Desire,7.2,20,ko,2020-05-29,78.0,0.0,0.0,movie,,,Romance,2020
Párvulos: Children of the Apocalypse,6.813,24,es,2024-10-18,120.0,0.0,0.0,movie,,,Horror,2024
Lilo & Stitch,7.555,6638,en,2002-06-21,85.0,80000000.0,273144151.0,movie,,,Animation,2002
Lilo & Stitch,7.555,6638,en,2002-06-21,85.0,80000000.0,273144151.0,movie,,,Family,2002
Lilo & Stitch,7.555,6638,en,2002-06-21,85.0,80000000.0,273144151.0,movie,,,Comedy,2002
xXx,5.9,4441,en,2002-08-09,124.0,70000000.0,277448382.0,movie,,,Action,2002
xXx,5.9,4441,en,2002-08-09,124.0,70000000.0,277448382.0,movie,,,Adventure,2002
xXx,5.9,4441,en,2002-08-09,124.0,70000000.0,277448382.0,movie,,,Thriller,2002
xXx,5.9,4441,en,2002-08-09,124.0,70000000.0,277448382.0,movie,,,Crime,2002
The Future Awaits,7.067,15,fr,2025-02-26,93.0,0.0,0.0,movie,,,Drama,2025
The Future Awaits,7.067,15,fr,2025-02-26,93.0,0.0,0.0,movie,,,History,2025
The Future Awaits,7.067,15,fr,2025-02-26,93.0,0.0,0.0,movie,,,War,2025
Jurassic World Rebirth,0.0,0,en,2025-07-01,134.0,180000000.0,0.0,movie,,,Science Fiction,2025
Jurassic World Rebirth,0.0,0,en,2025-07-01,134.0,180000000.0,0.0,movie,,,Adventure,2025
Jurassic World Rebirth,0.0,0,en,2025-07-01,134.0,180000000.0,0.0,movie,,,Action,2025
The Last Stand of Ellen Cole,8.023,22,en,2024-10-18,92.0,0.0,0.0,movie,,,Action,2024
The Last Stand of Ellen Cole,8.023,22,en,2024-10-18,92.0,0.0,0.0,movie,,,Adventure,2024
Taandob,8.8,4,bn,2025-06-07,129.0,0.0,0.0,movie,,,Crime,2025
Taandob,8.8,4,bn,2025-06-07,129.0,0.0,0.0,movie,,,Thriller,2025
Taandob,8.8,4,bn,2025-06-07,129.0,0.0,0.0,movie,,,Action,2025
The Monkey,5.9,732,en,2025-02-14,97.0,10000000.0,68869853.0,movie,,,Horror,2025
The Monkey,5.9,732,en,2025-02-14,97.0,10000000.0,68869853.0,movie,,,Comedy,2025
Superman,0.0,0,en,2025-07-09,129.0,225000000.0,0.0,movie,,,Action,2025
Superman,0.0,0,en,2025-07-09,129.0,225000000.0,0.0,movie,,,Adventure,2025
Superman,0.0,0,en,2025-07-09,129.0,225000000.0,0.0,movie,,,Science Fiction,2025
My Old Ass,6.874,345,en,2024-09-13,89.0,3000000.0,5705895.0,movie,,,Comedy,2024
My Old Ass,6.874,345,en,2024-09-13,89.0,3000000.0,5705895.0,movie,,,Drama,2024
Mufasa: The Lion King,7.4,2213,en,2024-12-18,118.0,200000000.0,722631756.0,movie,,,Adventure,2024
Mufasa: The Lion King,7.4,2213,en,2024-12-18,118.0,200000000.0,722631756.0,movie,,,Family,2024
Mufasa: The Lion King,7.4,2213,en,2024-12-18,118.0,200000000.0,722631756.0,movie,,,Animation,2024
Sikandar,4.943,53,hi,2025-03-29,133.0,23500000.0,24727058.0,movie,,,Action,2025
Sikandar,4.943,53,hi,2025-03-29,133.0,23500000.0,24727058.0,movie,,,Drama,2025
Jokōsei torio: seikan shiken,0.0,0,ja,1977-02-23,73.0,0.0,0.0,movie,,,Romance,1977
Jokōsei torio: seikan shiken,0.0,0,ja,1977-02-23,73.0,0.0,0.0,movie,,,Drama,1977
The Future Awaits,7.067,15,fr,2025-02-26,93.0,0.0,0.0,movie,,,Drama,2025
The Future Awaits,7.067,15,fr,2025-02-26,93.0,0.0,0.0,movie,,,History,2025
The Future Awaits,7.067,15,fr,2025-02-26,93.0,0.0,0.0,movie,,,War,2025
Kiff Lore of the Ring Light,6.857,7,en,2025-01-21,24.0,0.0,0.0,movie,,,Animation,2025
Kiff Lore of the Ring Light,6.857,7,en,2025-01-21,24.0,0.0,0.0,movie,,,Adventure,2025
Kiff Lore of the Ring Light,6.857,7,en,2025-01-21,24.0,0.0,0.0,movie,,,Comedy,2025
Kiff Lore of the Ring Light,6.857,7,en,2025-01-21,24.0,0.0,0.0,movie,,,Fantasy,2025
Kiff Lore of the Ring Light,6.857,7,en,2025-01-21,24.0,0.0,0.0,movie,,,Family,2025
Kiff Lore of the Ring Light,6.857,7,en,2025-01-21,24.0,0.0,0.0,movie,,,Music,2025
Words of War,5.857,7,en,2025-05-02,117.0,0.0,0.0,movie,,,Drama,2025
Words of War,5.857,7,en,2025-05-02,117.0,0.0,0.0,movie,,,Thriller,2025
The Gorge,7.712,2718,en,2025-02-13,127.0,70000000.0,0.0,movie,,,Romance,2025
The Gorge,7.712,2718,en,2025-02-13,127.0,70000000.0,0.0,movie,,,Science Fiction,2025
The Gorge,7.712,2718,en,2025-02-13,127.0,70000000.0,0.0,movie,,,Thriller,2025
Venom: The Last Dance,6.715,3514,en,2024-10-22,109.0,120000000.0,478103649.0,movie,,,Action,2024
Venom: The Last Dance,6.715,3514,en,2024-10-22,109.0,120000000.0,478103649.0,movie,,,Science Fiction,2024
Venom: The Last Dance,6.715,3514,en,2024-10-22,109.0,120000000.0,478103649.0,movie,,,Adventure,2024
Wunderschöner,7.975,20,de,2025-02-13,132.0,0.0,0.0,movie,,,Comedy,2025
Wunderschöner,7.975,20,de,2025-02-13,132.0,0.0,0.0,movie,,,Drama,2025
Wunderschöner,7.975,20,de,2025-02-13,132.0,0.0,0.0,movie,,,Romance,2025
Deadpool & Wolverine,7.592,7388,en,2024-07-24,128.0,200000000.0,1338073645.0,movie,,,Action,2024
Deadpool & Wolverine,7.592,7388,en,2024-07-24,128.0,200000000.0,1338073645.0,movie,,,Comedy,2024
Deadpool & Wolverine,7.592,7388,en,2024-07-24,128.0,200000000.0,1338073645.0,movie,,,Science Fiction,2024
Semi-Soeter,4.5,6,af,2025-06-19,0.0,0.0,0.0,movie,,,Romance,2025
Semi-Soeter,4.5,6,af,2025-06-19,0.0,0.0,0.0,movie,,,Comedy,2025
Inside Out 2,7.554,5928,en,2024-06-11,97.0,200000000.0,1698863816.0,movie,,,Animation,2024
Inside Out 2,7.554,5928,en,2024-06-11,97.0,200000000.0,1698863816.0,movie,,,Adventure,2024
Inside Out 2,7.554,5928,en,2024-06-11,97.0,200000000.0,1698863816.0,movie,,,Comedy,2024
Inside Out 2,7.554,5928,en,2024-06-11,97.0,200000000.0,1698863816.0,movie,,,Family,2024
Tin Soldier,4.85,60,en,2025-05-22,87.0,45000000.0,0.0,movie,,,Action,2025
Tin Soldier,4.85,60,en,2025-05-22,87.0,45000000.0,0.0,movie,,,Thriller,2025
Bambi: A Life in the Woods,6.0,28,fr,2024-10-16,77.0,0.0,1419154.0,movie,,,Adventure,2024
Bambi: A Life in the Woods,6.0,28,fr,2024-10-16,77.0,0.0,1419154.0,movie,,,Family,2024
Bambi: A Life in the Woods,6.0,28,fr,2024-10-16,77.0,0.0,1419154.0,movie,,,Documentary,2024
The Legend of Ochi,6.366,127,en,2025-04-18,95.0,10000000.0,4588865.0,movie,,,Family,2025
The Legend of Ochi,6.366,127,en,2025-04-18,95.0,10000000.0,4588865.0,movie,,,Fantasy,2025
The Legend of Ochi,6.366,127,en,2025-04-18,95.0,10000000.0,4588865.0,movie,,,Adventure,2025
Panda Plan,6.894,208,zh,2024-10-01,99.0,25000000.0,42238170.0,movie,,,Action,2024
Panda Plan,6.894,208,zh,2024-10-01,99.0,25000000.0,42238170.0,movie,,,Comedy,2024
Savages,7.0,23,fr,2024-10-16,87.0,12300000.0,814204.0,movie,,,Adventure,2024
Savages,7.0,23,fr,2024-10-16,87.0,12300000.0,814204.0,movie,,,Animation,2024
Savages,7.0,23,fr,2024-10-16,87.0,12300000.0,814204.0,movie,,,Drama,2024
Savages,7.0,23,fr,2024-10-16,87.0,12300000.0,814204.0,movie,,,Family,2024
Exterritorial,6.772,482,de,2025-04-29,109.0,0.0,0.0,movie,,,Thriller,2025
Exterritorial,6.772,482,de,2025-04-29,109.0,0.0,0.0,movie,,,Action,2025
Materialists,7.2,38,en,2025-06-12,116.0,20000000.0,31420137.0,movie,,,Romance,2025
Materialists,7.2,38,en,2025-06-12,116.0,20000000.0,31420137.0,movie,,,Drama,2025
My Massive Cock,5.8,8,en,2022-10-24,47.0,0.0,0.0,movie,,,Documentary,2022
The Wild Robot,8.31,5086,en,2024-09-12,102.0,78000000.0,331982078.0,movie,,,Animation,2024
The Wild Robot,8.31,5086,en,2024-09-12,102.0,78000000.0,331982078.0,movie,,,Science Fiction,2024
The Wild Robot,8.31,5086,en,2024-09-12,102.0,78000000.0,331982078.0,movie,,,Family,2024
Our Times,6.8,53,es,2025-06-09,90.0,0.0,0.0,movie,,,Science Fiction,2025
Our Times,6.8,53,es,2025-06-09,90.0,0.0,0.0,movie,,,Romance,2025
Our Times,6.8,53,es,2025-06-09,90.0,0.0,0.0,movie,,,Comedy,2025
The Containment,7.867,15,es,2025-06-05,88.0,0.0,0.0,movie,,,Horror,2025
The Containment,7.867,15,es,2025-06-05,88.0,0.0,0.0,movie,,,Mystery,2025
Cells at Work!,7.714,28,ja,2024-12-13,110.0,0.0,26253461.0,movie,,,Adventure,2024
Cells at Work!,7.714,28,ja,2024-12-13,110.0,0.0,26253461.0,movie,,,Action,2024
Cells at Work!,7.714,28,ja,2024-12-13,110.0,0.0,26253461.0,movie,,,Comedy,2024
Cells at Work!,7.714,28,ja,2024-12-13,110.0,0.0,26253461.0,movie,,,Fantasy,2024
Skin. Like. Sun.,5.886,101,fr,2009-10-10,60.0,0.0,0.0,movie,,,Romance,2009
Woodwalkers,6.196,28,de,2024-10-17,103.0,0.0,0.0,movie,,,Family,2024
Woodwalkers,6.196,28,de,2024-10-17,103.0,0.0,0.0,movie,,,Fantasy,2024
The Substance,7.144,4760,en,2024-09-07,141.0,17500000.0,76506196.0,movie,,,Drama,2024
The Substance,7.144,4760,en,2024-09-07,141.0,17500000.0,76506196.0,movie,,,Horror,2024
The Substance,7.144,4760,en,2024-09-07,141.0,17500000.0,76506196.0,movie,,,Science Fiction,2024
Despicable Me 4,7.0,2814,en,2024-06-20,94.0,100000000.0,969280910.0,movie,,,Family,2024
Despicable Me 4,7.0,2814,en,2024-06-20,94.0,100000000.0,969280910.0,movie,,,Comedy,2024
Despicable Me 4,7.0,2814,en,2024-06-20,94.0,100000000.0,969280910.0,movie,,,Animation,2024
Despicable Me 4,7.0,2814,en,2024-06-20,94.0,100000000.0,969280910.0,movie,,,Science Fiction,2024
Havoc,6.456,850,en,2025-04-25,107.0,90000000.0,0.0,movie,,,Action,2025
Havoc,6.456,850,en,2025-04-25,107.0,90000000.0,0.0,movie,,,Crime,2025
Havoc,6.456,850,en,2025-04-25,107.0,90000000.0,0.0,movie,,,Thriller,2025
Your Fault,7.137,1279,es,2024-12-26,118.0,0.0,0.0,movie,,,Romance,2024
Your Fault,7.137,1279,es,2024-12-26,118.0,0.0,0.0,movie,,,Drama,2024
Interstellar,8.455,37309,en,2014-11-05,169.0,165000000.0,746606706.0,movie,,,Adventure,2014
Interstellar,8.455,37309,en,2014-11-05,169.0,165000000.0,746606706.0,movie,,,Drama,2014
Interstellar,8.455,37309,en,2014-11-05,169.0,165000000.0,746606706.0,movie,,,Science Fiction,2014
On Swift Horses,6.1,38,en,2025-04-24,119.0,0.0,0.0,movie,,,Drama,2025
On Swift Horses,6.1,38,en,2025-04-24,119.0,0.0,0.0,movie,,,Romance,2025
